text,len,combo_count,is_syntactic,morph_prefix,morph_suffix,pos_start,pos_end,atomic_slice,semantic_weight,game_weight,start_combo_count
ew,2,480,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1.1,0
ewa,3,84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
ewal,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.73,0
ewar,4,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.97,0.97,0
eward,5,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.96,1.06,0
ewash,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,0
eway,4,22,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
eways,5,22,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.45,1.5,0
ewb,3,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.66,0.66,0
ewd,3,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.66,0.66,0
ewe,3,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,1
ewed,4,29,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
ewer,4,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.09,1.19,0
ewers,5,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.04,1.14,0
ewh,3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,0.7,0
ewi,3,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
ewin,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.73,0
ewing,5,27,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.45,1.5,0
ewise,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,0
ewl,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.5,0
ewm,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.5,0
ewn,3,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.82,0.92,0
ewo,3,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
ewoo,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.73,0
ewood,5,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.96,0.96,0
ewor,4,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.25,1.25,0
ework,5,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.24,1.34,0
ews,3,54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
ewy,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.54,0.54,0
ex,2,863,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1.35,226
exa,3,56,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,14
exac,4,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.09,1.19,2
exact,5,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.24,1.34,3
exal,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,1
exalt,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,2
exam,4,17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.13,1.23,9
exami,5,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1.1,6
exan,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
exc,3,111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,51
exce,4,27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,17
excee,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.8,0.9,3
excel,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.8,0.9,5
excep,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.8,0.9,2
excer,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,2
exch,4,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.65,0.75,5
exci,4,34,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,8
excis,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.92,0.92,1
excit,5,15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.2,1.3,5
excl,4,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.01,1.11,9
excla,5,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.84,0.94,3
exclu,5,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.92,1.02,6
excr,4,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.89,0.99,3
excre,5,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.04,1.14,3
excu,4,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.01,1.11,5
excus,5,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.92,1.02,3
exe,3,66,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,24
exec,4,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.25,1.35,9
execu,5,13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.12,1.22,8
exed,4,21,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.29,1.39,0
exeg,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,1
exege,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,1
exem,4,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.93,1.03,6
exemp,5,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1.1,5
exer,4,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.25,1.35,7
exert,5,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.96,1.06,4
exes,4,37,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,1
exh,3,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,9
exha,4,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.93,1.03,4
exhal,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88,0.88,0
exhu,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,1
exhum,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,1
exi,3,75,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,12
exia,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
exic,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
exil,4,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.69,0.79,2
exin,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
exing,5,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.92,1.02,0
exis,4,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.89,0.99,5
exist,5,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1.1,5
exit,4,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.69,0.79,3
exo,3,64,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,6
exod,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,1
exog,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.73,1
exor,4,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.17,1.17,2
exorc,5,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.04,1.04,2
exot,4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.93,0.93,1
exoti,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
exp,3,162,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,74
expa,4,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.01,1.11,8
expan,5,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.04,1.14,6
expe,4,42,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,19
exped,5,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.84,0.94,3
expel,5,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.92,1.02,3
expen,5,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1.1,4
exper,5,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.92,1.02,3
expi,4,18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.17,1.27,5
expir,5,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.88,0.98,3
expl,4,31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,19
expla,5,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.88,0.98,3
explo,5,19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.36,1.46,15
expo,4,33,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,15
expor,5,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.84,0.94,5
expos,5,17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.28,1.38,6
expr,4,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.77,0.87,4
expre,5,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.92,1.02,4
expu,4,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.97,0.97,2
expul,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,1
expun,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,1
ext,3,98,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,28
exte,4,27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,9
exten,5,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.16,1.26,5
exter,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.92,0.92,2
exti,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,1
exto,4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.09,1.09,2
extor,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88,0.88,1
extr,4,31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,14
extra,5,9,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0.96,1.31,5
extre,5,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1.1,6
extru,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.92,0.92,2
exts,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
exu,3,43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,2
exual,5,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.88,0.98,0
exud,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.73,1
exy,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.54,0.54,0
ey,2,482,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1.1,15
eya,3,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.02,1.02,0
eyar,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
eyard,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,0
eyb,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.54,0.54,0
eye,3,95,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,13
eyeb,4,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.93,1.03,4
eyed,4,41,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,1
eyel,4,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.89,0.99,5
eyes,4,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,1.3,3
eyi,3,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,0
eying,5,21,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.44,1.5,0
eym,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.58,0.58,0
eyn,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.58,0.58,0
eyr,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.5,0.5,0
eys,3,157,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,0
ez,2,79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
eze,3,21,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.14,1.24,0
ezed,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.73,0.73,0
ezer,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.73,0
ezers,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88,0.88,0
ezes,4,13,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.97,1.07,0
ezi,3,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.06,1.06,0
ezing,5,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.92,1.02,0
ezz,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.54,0.54,0
fa,2,1091,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1.1,216
fab,3,31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,7
fabl,4,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.77,0.87,2
fable,5,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.96,0.96,1
fac,3,122,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,27
face,4,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,1.3,4
faced,5,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.12,1.22,1
faces,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.4,1.4,1
facet,5,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.92,1.02,2
faci,4,21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.29,1.39,5
fact,4,34,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,11
facti,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88,0.88,2
facto,5,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.16,1.26,5
facu,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,2
fad,3,31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,4
fade,4,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.73,0.83,1
fadi,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,1
fae,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.58,0.58,2
fag,3,22,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,3
fagg,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,2
faggo,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,1
fai,3,68,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,24
fail,4,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.85,0.95,6
fain,4,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.01,1.11,4
faint,5,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.96,1.06,5
fair,4,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,8
fairi,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,2
fairy,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.8,0.8,1
fait,4,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.93,1.03,3
faith,5,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.92,1.02,3
fak,3,15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.9,1,4
fake,4,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.69,0.79,1
fal,3,112,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,20
falc,4,17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.13,1.23,3
falco,5,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.88,0.98,2
fall,4,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,1.3,8
falla,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,2
falli,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,1
fallo,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88,0.88,1
falls,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.4,1.4,1
falo,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,0
fals,4,18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.17,1.27,4
FALSE,5,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.92,1.02,4
falsi,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88,0.88,1
falt,4,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.77,0.87,3
falte,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.8,0.9,2
fam,3,33,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,9
fami,4,18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.17,1.27,6
famil,5,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.84,0.94,3
fan,3,115,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,21
fanc,4,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.01,1.11,4
fanci,5,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.08,1.18,4
fancy,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,1
fand,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,2
fane,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,0
fanf,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.73,1
fang,4,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.81,0.81,1
fani,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
fann,4,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.65,0.75,2
fans,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.69,0.69,1
fant,4,27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,5
fanta,5,17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.28,1.38,5
far,3,138,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,24
fara,4,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.13,1.13,2
farad,5,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.2,1.2,1
farc,4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.93,0.93,1
fare,4,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.05,1.05,2
fares,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.92,0.92,1
fari,4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.09,1.09,2
farin,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
farm,4,23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,7
farr,4,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.81,0.81,1
fart,4,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.73,0.83,6
fas,3,67,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,17
fasc,4,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.25,1.35,4
fasci,5,18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.32,1.42,3
fash,4,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.85,0.95,3
fashi,5,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.88,0.98,3
fast,4,39,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,10
faste,5,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.92,1.02,4
fat,3,94,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,19
fata,4,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.77,0.87,2
fatal,5,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.92,1.02,3
fate,4,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.73,0.83,2
fath,4,13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.97,1.07,5
fathe,5,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.88,0.98,3
fati,4,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.85,0.85,2
fatig,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,2
fats,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.69,0.69,1
fatt,4,18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.17,1.27,3
fatte,5,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.84,0.94,2
fau,3,55,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,7
fauc,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.69,0.69,1
faul,4,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.93,1.03,4
fault,5,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.08,1.18,3
faun,4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.09,1.09,0
fauna,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,1
fav,3,30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,12
favo,4,17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.13,1.23,11
favor,5,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.04,1.14,7
favou,5,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.8,0.9,3
faw,3,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.78,0.78,1
fawn,4,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.89,0.89,2
fay,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.5,0.5,1
faz,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.54,0.54,0
fb,2,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.91,0.91,0
fba,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.54,0.54,0
fbe,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.58,0.58,0
fc,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.43,0.43,0
fca,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.5,0
fe,2,1060,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1.1,123
fea,3,60,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,19
fear,4,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.89,0.99,6
feas,4,15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.05,1.15,3
feast,5,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.88,0.98,2
feat,4,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,8
featu,5,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.84,0.94,4
feb,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.54,0.54,0
fec,3,72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15,1.15,2
fect,4,56,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3,1.4,0
fecti,5,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.12,1.12,0
fecto,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
fects,5,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.08,1.18,0
fed,3,116,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.15,1.25,5
fede,4,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.73,0.83,3
feder,5,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.88,0.98,3
fee,3,54,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,11
feeb,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77,0.77,1
feebl,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,0
feed,4,21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.29,1.39,6
feedb,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,1
feeds,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,2
feel,4,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.93,1.03,3
feeli,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,0.8,2
fees,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,1
feet,4,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.85,0.85,1
feg,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,0.5,0
fei,3,27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,3
feig,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,2
feign,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84,0.84,2
fein,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65,0.65,0
feit,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69,0.69,0
fel,3,89,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.15,1.25,14
feli,4,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.05,1.05,2
fell,4,38,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.3,1.4,7
fella,5,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.16,1.16,1
